date,tweet,category,priority,sentiment,Verified,Disaster
2024-02-28 11:47:51+00:00,"#Memory of #floods in green public space, on the side of the University of Salford.",Disaster Status Information,Low Priority,Very Positive,False,Floods
2024-02-28 11:47:51+00:00,"#Memory of #floods in green public space, on the side of the University of Salford.",Disaster Status Information,Low Priority,Very Positive,False,Floods
2024-02-26 16:50:10+00:00,"Stop fanning the flames with #FossilFuels  expansions! Listen to science instead of lobbyists    #LNG is #methane Stop #fracking! #drought #wildfires 
B.C. premier ‘profoundly worried’ about coming wildfire season  | http://Globalnews.ca",Disaster Status Information,Low Priority,Very Negative,False,Drought
2024-02-26 08:55:10+00:00,"#Olomouc #řekaMorava #nature #floods #clouds #Winter 25.2.2024, Olomouc, u řeky Moravy",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-26 08:55:10+00:00,"#Olomouc #řekaMorava #nature #floods #clouds #Winter 25.2.2024, Olomouc, u řeky Moravy",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-03 19:48:20+00:00,"A misty frosty morning was just perfect for a walk. The reflections on the flooded fields were beautiful, especially the poplars. Like feathers.#eburyway #floods #Watford #Hertfordshire #rivercolne",Disaster Status Information,Low Priority,Very Positive,False,Floods
2024-03-03 19:48:20+00:00,"A misty frosty morning was just perfect for a walk. The reflections on the flooded fields were beautiful, especially the poplars. Like feathers.#eburyway #floods #Watford #Hertfordshire #rivercolne",Disaster Status Information,Low Priority,Very Positive,False,Floods
2024-03-03 22:36:08+00:00,"Zambia declares #nationaldisaster after drought devastates #agriculture#Drought crisis brought on by #ElNino & #ClimateChange will affect more than a million households, #President #Hakainde #Hichilema says, in a televised national address from the capital, #Lusaka, #Zambia.",Disaster Status Information,Low Priority,Very Negative,False,Drought
2024-03-03 22:36:08+00:00,"Zambia declares #nationaldisaster after drought devastates #agriculture#Drought crisis brought on by #ElNino & #ClimateChange will affect more than a million households, #President #Hakainde #Hichilema says, in a televised national address from the capital, #Lusaka, #Zambia.",Disaster Status Information,Low Priority,Very Negative,False,Drought
2024-02-27 20:37:01+00:00,"The #IAIS  published a report urging action from insurance supervisors to address natural catastrophe protection gaps.

This protection gap is the uninsured portion of economic losses that are caused by natural disasters like #floods and #earthquakes. 

2/3",Disaster Status Information,Low Priority,Negative,True,Floods
2024-02-29 08:31:22+00:00,Rainy season floods claim at least 40 lives in Bolivia as El Nino weather phenomenon causing rivers to overflow#Bolivia #Floods #Rainfall #ElNino,Disaster Status Information,Low Priority,Very Negative,True,Floods
2024-03-02 18:18:20+00:00,"Not in #MooreOK WH?  Seriously, are you north of #AmarilloTX now covering the #wildfires?  (Pic from KS 2022 trip)",Disaster Status Information,Low Priority,Very Negative,True,Wildfire
2024-03-01 16:57:00+00:00,A lot more photos of damage from the #wildfires in the #Texas Panhandle region.#TxFire #SmokehouseCreekFire #WindyDeuceFire #CanadianTX #FritchTx,Disaster Status Information,Low Priority,Negative,False,Wildfire
2024-03-01 16:57:00+00:00,A lot more photos of damage from the #wildfires in the #Texas Panhandle region.#TxFire #SmokehouseCreekFire #WindyDeuceFire #CanadianTX #FritchTx,Disaster Status Information,Low Priority,Negative,False,Wildfire
2024-02-25 02:37:44+00:00,These wildfires never went out — they just moved underground. Canada’s record wildfire season keeps burning through the winter.https://bit.ly/49MYHM5 #ClimateCrisis #Fires #Wildfires #ZombieFires #WinterFires #Canada #HotSpots #AirQuality #Drought #ExtremeDrought #ElNiño,Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-02-25 02:37:44+00:00,These wildfires never went out — they just moved underground. Canada’s record wildfire season keeps burning through the winter.https://bit.ly/49MYHM5 #ClimateCrisis #Fires #Wildfires #ZombieFires #WinterFires #Canada #HotSpots #AirQuality #Drought #ExtremeDrought #ElNiño,Disaster Status Information,Low Priority,Very Negative,False,Drought
2024-02-25 02:37:44+00:00,These wildfires never went out — they just moved underground. Canada’s record wildfire season keeps burning through the winter.https://bit.ly/49MYHM5 #ClimateCrisis #Fires #Wildfires #ZombieFires #WinterFires #Canada #HotSpots #AirQuality #Drought #ExtremeDrought #ElNiño,Disaster Status Information,Low Priority,Very Negative,False,Drought
2024-03-01 07:19:55+00:00,"گوادر شہر کے مشکل حالات کے مناظر
Please share this video
And follow for more#PTI #RainyDays #gowadarisunderflood #MaybellineIDSingToShine #النصر_الحزم #gntm #อุงเอิง #paobc #bbcqt #LOEWE #RochdaleByElection #แถลงข่าวฟุตบอล54ปีช่อง3 #TraitorsUS #RochdaleByElection #floods",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-03 15:04:04+00:00,Monster California storm heading our way but will it bring relief to wildfires in Texas first? #Weather #Wildfires #Drought #Storms #Rain #Snow #Mudslides #FEMA #California #CalFire #LosAngeles #SanFrancisco #RicesFire #MarshFire #McKinneyFire #Evacuations…,Disaster Status Information,Low Priority,Neutral,True,Drought
2024-03-03 15:04:04+00:00,Monster California storm heading our way but will it bring relief to wildfires in Texas first? #Weather #Wildfires #Drought #Storms #Rain #Snow #Mudslides #FEMA #California #CalFire #LosAngeles #SanFrancisco #RicesFire #MarshFire #McKinneyFire #Evacuations…,Disaster Status Information,Low Priority,Neutral,True,Wildfire
2024-03-03 19:07:07+00:00,Awesome to see  scientists take the lead on understanding the impacts to coral reefs and nearshore environmental of the 2023 #Maui #wildfires. https://msn.com/en-us/news/us/in-hawaii-coral-is-the-foundation-of-life-what-happened-to-it-after-the-lahaina-wildfire/ar-BB1jf0pJ…,Disaster Status Information,Low Priority,Very Positive,False,Wildfire
2024-03-03 19:07:07+00:00,Awesome to see  scientists take the lead on understanding the impacts to coral reefs and nearshore environmental of the 2023 #Maui #wildfires. https://msn.com/en-us/news/us/in-hawaii-coral-is-the-foundation-of-life-what-happened-to-it-after-the-lahaina-wildfire/ar-BB1jf0pJ…,Disaster Status Information,Low Priority,Very Positive,False,Wildfire
2024-03-01 22:30:14+00:00,"Massive #Texas #wildfires blaze through 850,000 acres: http://atty.es/8sxl50QJANv #wildfire #TexasFire",Disaster Status Information,Low Priority,Very Positive,False,Wildfire
2024-02-28 15:19:49+00:00,"""There are more than 50 fires in Alberta, most of them zombie fires that refused to extinguish after the infernos of 2023""#wildfires #ActOnClimate #climate #energy #renewables #GreenNewDeal #abpoli #cdnpoli",Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-03-01 13:27:58+00:00,Be prepared! #floods #insurance ,Disaster Status Information,Low Priority,Very Positive,True,Floods
2024-03-01 13:27:58+00:00,Be prepared! #floods #insurance ,Disaster Status Information,Low Priority,Very Positive,True,Floods
2024-03-01 18:13:39+00:00,"#ClimateCrisis is a dire situation where our possessions, including our #homes, #cars, and money, are of no value on a dying #planet. : #Climatechange #naturaldisasters #naturalcalamities #environmentalimpact #humanimpact #floods #heavyrainfall #saveearth",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-28 17:25:19+00:00,"Wildfires in winter: Currently in Texas and in Canada

Wildfire experts and info:https://twitter.com/i/lists/1362127708193316865…#wildfires #ClimateChaos #climatecrisis #ClimateEmergency #wildfire #TXFire #Canada",Disaster Status Information,Low Priority,Positive,False,Wildfire
2024-02-27 21:47:08+00:00,"Unprecedented weather has caused sudden #floods in parts of #Queensland, leading to the isolation of businesses, homes, and major highways. #Australia #MINGYUxDIORFW24 #ولعت #PokemonLegendsZA #cryptocurrency #MINGYU",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-04 04:21:56+00:00,"Two Cents, How Climate Change Will Make You Poor! 

WHAT CAN YOU DO? SIGN UP: FREE 1-YEAR SUBSCRIPTION: http://PlanetCents.us Deadline: 3-15-24#planetcents #climatechange #energy #heatwaves #food #floods #insurance #Economics",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-01 22:03:34+00:00,#WildfiresFarmers helping farmers,Help Request,Low Priority,Very Positive,False,Wildfire
2024-03-01 22:03:34+00:00,#WildfiresFarmers helping farmers,Help Request,Low Priority,Very Positive,False,Wildfire
2024-02-26 18:40:29+00:00,"#Severe Weather Warning Thunderstorms, #TornadoesHail, Heavy Rainfalls, Snowfalls, Very Strong Wind, Damaging Winds https://ventusky.com/?p=39.2;-87.5;4&l=satellite&w=strong…https://ventusky.com/?p=39.0;-88.2;4&l=radar&w=strong…https://ventusky.com/?p=38.0;-88.0;4&l=cape&w=strong…https://ventusky.com/?p=38.0;-88.0;4&l=rain-3h&w=strong…https://ventusky.com/?p=38.0;-88.0;4&l=gust&w=strong…",Disaster Status Information,Low Priority,Very Negative,False,Tornadoes
2024-02-28 16:11:32+00:00, These images of the Texas Panhandle wildfires are terrifying…an unfortunate reality for many that live out in West Texas.  Folks risking their lives to save others. Shout out to all the firefighters and brave folks in the Texas Panhandle!  #westtexas #wildfires,Disaster Status Information,Low Priority,Very Positive,False,Wildfire
2024-02-28 16:47:48+00:00,"Occurrence of #FlashFloods in Nkhotalota and Karonga Lakeshore Districts as report by the . 

A press release also outlines the measures taken by the  so far.#Malawi #Floods #Flooding #WeatherUpdate #Rains #LakeMalawi #Lakeshore",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-28 16:47:48+00:00,"Occurrence of #FlashFloods in Nkhotalota and Karonga Lakeshore Districts as report by the . 

A press release also outlines the measures taken by the  so far.#Malawi #Floods #Flooding #WeatherUpdate #Rains #LakeMalawi #Lakeshore",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-26 00:39:16+00:00,Both the #Hurricanes and #Sabres end the 2nd period tied at 1  #CARvsBUF,Disaster Status Information,Low Priority,Very Negative,True,Hurricanes
2024-03-03 12:35:00+00:00,#maui #In-N-Out #texas #RandPaulForSenateLeader#breaking #BibleStudy #purpose #davismsd #davisdms #weather #floods #revival,Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-28 12:47:31+00:00,And wildfire season just starting…#ClimateA disaster declaration issued for 60 counties in northern Texas as raging #wildfires forced evacuations & a nuclear weapons plant to shut down.,Disaster Status Information,Low Priority,Very Negative,True,Wildfire
2024-02-28 23:43:49+00:00,"Fire & Flood's use of a variety of quick deploy flood barriers provide the ability to respond rapidly to an imminent threat. More so, flood waters can be used for good and diverted and dispersed over drought stricken agricultural land and fire prone areas. 
.
.#flooding #floods",Disaster Status Information,Low Priority,Positive,False,Floods
2024-02-28 23:43:49+00:00,"Fire & Flood's use of a variety of quick deploy flood barriers provide the ability to respond rapidly to an imminent threat. More so, flood waters can be used for good and diverted and dispersed over drought stricken agricultural land and fire prone areas. 
.
.#flooding #floods",Disaster Status Information,Low Priority,Positive,False,Floods
2024-03-02 14:21:11+00:00,"#WeekendVibesRise and Dine! #ATLSpice up your #Brunch experience at Louisiana Bistreaux #Perimeter #Hurricanes #Mimosas!
Lunch and Dinner
 Full Menu at other locations!
  #Atlanta #SandySprings #Dunwoody #EastPoint #Decatur http://LOUISIANABISTREAUX.com#LiveMusic",Disaster Status Information,Low Priority,Very Positive,False,Hurricanes
2024-02-29 05:52:45+00:00,سنگاپور بنانے کے چکر میں میرانی ڈیم بن گیا#heavyrain #floods #Gwadar,Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-25 15:05:47+00:00,"#NHL:
Carolina #Hurricanes vs. Buffalo #Sabres  #Prediction 2/25/2024http://action247.com/blog/nhl-hurricanes-vs-buffalo-sabres-prediction-2-25-2024/…Hurricanes are the favorites.

Bet Now  http://action247.onelink.me/RqSv/708qx0ihFast Cash Deposits and Payouts @ Action 24/7

Good Luck!",Disaster Status Information,Low Priority,Very Negative,True,Hurricanes
2024-02-28 22:18:31+00:00,"Large 150-kilometer long burn appeared as a result of recent #wildfire in #Texas.

Images taken by  #Sentinel3 on Feb. 25 and today.

Data processed in    #USA #wildfires",Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-03-02 06:47:00+00:00,"Massive Rainfall Causes Flooding and Gas Cylinder Chaos In Syria's Latakia.

{climatechange2}#Amazing #viralvideo #floods #NaturalGas #disaster #nature",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-02 06:47:00+00:00,"Massive Rainfall Causes Flooding and Gas Cylinder Chaos In Syria's Latakia.

{climatechange2}#Amazing #viralvideo #floods #NaturalGas #disaster #nature",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-26 11:35:55+00:00,"#Workshop  is hosting a Global Workshop on #Drought in #Transboundary Basins to discuss best practices and lessons learned in addressing droughts in transboundary basins.: 26-27 February 2024: Palais des Nations, Genève: 10 AM",Disaster Status Information,Low Priority,Positive,False,Drought
2024-03-04 06:31:06+00:00,"USGS reports a M1 earthquake, 12 km SW of Packwood, Washington on 3/3/24 @ 21:46:12 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/uw61987181…#earthquake",Disaster Status Information,Low Priority,Very Negative,True,Earthquake
2024-02-29 22:54:12+00:00,#Hurricanes fans….don’t read this article. #CauseChaos this article was never written!,Disaster Status Information,Low Priority,Very Negative,False,Hurricanes
2024-03-02 00:10:11+00:00,Video Shows Escaped Goats Evading Police In Texas Neighborhood #WildFire #WildFire #WildFires #WildFireSmoke #WildLand [Video] Officers helped wrangle the herd as the group roamed the streets of Arlington in a wild ...,Help Request,Low Priority,Positive,False,Wildfire
2024-03-02 00:10:11+00:00,Video Shows Escaped Goats Evading Police In Texas Neighborhood #WildFire #WildFire #WildFires #WildFireSmoke #WildLand [Video] Officers helped wrangle the herd as the group roamed the streets of Arlington in a wild ...,Help Request,Low Priority,Positive,False,Wildfire
2024-03-04 09:17:06+00:00,"USGS reports a M2.1 earthquake, 60 km WNW of Ninilchik, Alaska on 3/4/24 @ 9:14:44 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/ak0242xzu7h4…#earthquake",Disaster Status Information,Low Priority,Very Negative,True,Earthquake
2024-02-25 14:56:51+00:00,"River Soar floods, looking towards Mountsorrel 24-2-24  #riversoar#floods#loveukweather #sunset #Winter2024",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-29 08:43:47+00:00,"#NP: #NowPlaying:    

The Tornadoes - 'Now And Then' (2005) 

cd2383 #playall #playallyourcdsagain #playallyouralbumsagain #albumcollection #Tornadoes",Disaster Status Information,Low Priority,Neutral,False,Tornadoes
2024-03-03 16:32:38+00:00,"How a warming climate is setting the stage for fast-spreading, destructive wildfires | CNN

“Canada experienced its worst wildfire season on record in 2023 with flames scorching >18M hectares (44.5M acres)”#wildfires #ClimateChange https://cnn.com/2024/03/03/climate/texas-wildfires-climate-change/index.html…",Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-03-03 16:32:38+00:00,"How a warming climate is setting the stage for fast-spreading, destructive wildfires | CNN

“Canada experienced its worst wildfire season on record in 2023 with flames scorching >18M hectares (44.5M acres)”#wildfires #ClimateChange https://cnn.com/2024/03/03/climate/texas-wildfires-climate-change/index.html…",Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-02-28 18:19:43+00:00,"#SmokehouseCreekFire Wheeler County, #Texas - 02/27/2024#Horses were seen running alongside cars on a highway near Wheeler on Tuesday, after an out-of-control fire forced people and animals to flee Chad Casey via Storyful#Wildfire #Wildfires #Brushfire #Grassfire #Animals",Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-02-29 11:10:02+00:00,"#Flooding in #Al Haboura (#Oman, February 29, 2024).
increasingly powerful #floods in unrelated regions. Global #changes are underway on the #planet. If you want to know what the reason is, write to direct.#ولعت #surreal",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-28 21:19:37+00:00,"The largest wildfire on record in Texas spread over 500,000 acres, prompting evacuations as firefighters from around the state worked to contain it.

Fast-Spreading #Wildfires in Texas #Panhandle Prompt Evacuations. #Texas #US 
One of the wildfires, the Smokehouse Creek fire…",Disaster Status Information,Low Priority,Very Positive,True,Wildfire
2024-02-28 01:50:51+00:00,Floods ravage southeastern Peru#Floods #Peru #Heavyrainfall #disaster #landslide #페루 #폭우 #Arirang_News #아리랑뉴스,Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-28 01:50:51+00:00,Floods ravage southeastern Peru#Floods #Peru #Heavyrainfall #disaster #landslide #페루 #폭우 #Arirang_News #아리랑뉴스,Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-03 19:00:33+00:00,"Our U8 Hurricanes were lucky to get a match in yesterday morning thanks to our hosts Brentwood Youth, who had a space on the Astro. The girls all played well showing off they hard work in training #eppingyouth #grassrootsfootball #girlsfootball #hurricanes",Disaster Status Information,Low Priority,Very Positive,False,Hurricanes
2024-03-03 15:04:04+00:00,Monster California storm heading our way but will it bring relief to wildfires in Texas first? #Weather #Wildfires #Drought #Storms #Rain #Snow #Mudslides #FEMA #California #CalFire #LosAngeles #SanFrancisco #RicesFire #MarshFire #McKinneyFire #Evacuations…,Disaster Status Information,Low Priority,Neutral,True,Drought
2024-03-03 15:04:04+00:00,Monster California storm heading our way but will it bring relief to wildfires in Texas first? #Weather #Wildfires #Drought #Storms #Rain #Snow #Mudslides #FEMA #California #CalFire #LosAngeles #SanFrancisco #RicesFire #MarshFire #McKinneyFire #Evacuations…,Disaster Status Information,Low Priority,Neutral,True,Wildfire
2024-03-04 04:44:04+00:00,ಪಾಕಿಸ್ತಾನದಲ್ಲಿ ಮಳೆಯಿಂದಾಗಿ 37 ಜನರು ಸಾವು; ಉತ್ತರ ಪಾಕ್ ಕಡೆಗೆ ಪ್ರಯಾಣಿಸದಂತೆ ಅಧಿಕಾರಿಗಳ ಸೂಚನೆ#Pakistan #Rain #Floods #Kill #Rain,Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-28 08:11:28+00:00,#carolina #hurricanes #hockey #IceHockey #HockeyTwitter #cars #ornament #pendant #rearviewmirror #charms #Bauer #iceskate #GloveStory #glove #hockeyglove #NHL #NHLPicks #Ukraine #Travel #TravelTuesday #driving #giftsforhim #Men https://etsy.com/listing/1240611250/… via  @HockeyExclusive,Disaster Status Information,Low Priority,Neutral,False,Hurricanes
2024-02-28 07:21:03+00:00,Texas governor issues disaster declaration as wildfires threaten Panhandle #wildfires #Texas,Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-02-26 08:54:30+00:00,"Over the last couple of years, East Africa has provided a very clear illustration of the impact of severe #droughts and #floods in economic, political and humanitarian terms. https://bit.ly/4bKqDC7",Disaster Status Information,Low Priority,Positive,False,Floods
2024-02-28 06:37:15+00:00,View of the Texas Panhandle wildfires from an Airplane#TXFire #Texas #Fire #wildfires #Airplane #Panhandle #Dallas #Houston,Disaster Status Information,Low Priority,Positive,False,Wildfire
2024-03-03 14:01:44+00:00,"Extreme #floods and droughts all over the world will inevitably be causing issues with crops and food prices. Considering the exponential growth of climatic disasters, we are on the verge of severe hunger. And it's only we who can prevent it by speaking up and raising the…",Disaster Status Information,Low Priority,Very Negative,True,Floods
2024-03-03 14:01:44+00:00,"Extreme #floods and droughts all over the world will inevitably be causing issues with crops and food prices. Considering the exponential growth of climatic disasters, we are on the verge of severe hunger. And it's only we who can prevent it by speaking up and raising the…",Disaster Status Information,Low Priority,Very Negative,True,Floods
2024-02-26 16:47:58+00:00,Wildfires are killing California's ancient giants. Can seedlings save the species? #Weather#Wildfires#Drought#Storms#Rain#Snow#Mudslides#FEMA,Disaster Status Information,Low Priority,Positive,True,Drought
2024-03-03 13:09:45+00:00,"पाकिस्तान में #बेमौसम_बारिश का कहर, 36 की #मौत, हजारों घर टूटे, कई रोड और ब्रिज #बाढ़ में बहे, देखें VIDEO || #Pakistan #UnseasonalRain #floods #36dead #PeoplesUpdate",Disaster Status Information,Low Priority,Very Negative,True,Floods
2024-03-03 23:14:56+00:00,"#DYK that there are more than 3,000 species of wildlife that live on -managed #publiclands? On #WorldWildlifeDay, please #RecreateResponsibly & be cognizant of your surroundings to limit human-caused #wildfires within the sagebrush ecosystem.",Disaster Status Information,Low Priority,Very Negative,True,Wildfire
2024-03-03 23:14:56+00:00,"#DYK that there are more than 3,000 species of wildlife that live on -managed #publiclands? On #WorldWildlifeDay, please #RecreateResponsibly & be cognizant of your surroundings to limit human-caused #wildfires within the sagebrush ecosystem.",Disaster Status Information,Low Priority,Very Negative,True,Wildfire
2024-02-24 16:28:45+00:00,I just updated my blog on the risk of severe #thunderstorms and even isolated #tornadoes next Tuesday PM.  Check it out here:  https://woodtv.com/weather/bills-blog/…  #miwx #uswx,Disaster Status Information,Low Priority,Very Negative,True,Tornadoes
2024-03-03 09:32:39+00:00,#Floods: #Uruguay,Disaster Status Information,Low Priority,Very Negative,True,Floods
2024-02-28 10:04:16+00:00,From earlier on Tuesday night ... #Tornadoes #Winter2024#wxtwitter  #Chicagoland #Illinois,Disaster Status Information,Low Priority,Positive,False,Tornadoes
2024-02-29 14:01:25+00:00,"So far,  has confirmed 19 #tornadoes from Tuesday into early Wednesday in the Midwest. 

Three of those were EF2 (MI, OH).",Disaster Status Information,Low Priority,Positive,False,Tornadoes
2024-02-25 23:07:23+00:00,"To LIVE in REALITY means to be present, it means to face the facts. 
If you would like to challenge yourself, click and watch the video now. https://shorturl.at/irG15#reality #real #present #globalcrisis #climate #threat #true #truth #Yankees #frank #volcano #floods…",Disaster Status Information,Low Priority,Positive,True,Floods
2024-02-25 23:07:23+00:00,"To LIVE in REALITY means to be present, it means to face the facts. 
If you would like to challenge yourself, click and watch the video now. https://shorturl.at/irG15#reality #real #present #globalcrisis #climate #threat #true #truth #Yankees #frank #volcano #floods…",Disaster Status Information,Low Priority,Positive,True,Floods
2024-03-02 16:44:55+00:00,"گوادر میں اتنی بارش کیوں برسی؟
تحریر: محمود سگار
روزنامہ انتخاب، 2 مارچ 2024#floods #gwadar #heavyrain #ecosystem",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-02 16:44:55+00:00,"گوادر میں اتنی بارش کیوں برسی؟
تحریر: محمود سگار
روزنامہ انتخاب، 2 مارچ 2024#floods #gwadar #heavyrain #ecosystem",Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-04 06:19:06+00:00,"USGS reports a M2 earthquake, 45 km NW of Beluga, Alaska on 3/4/24 @ 6:17:03 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/ak0242xy2gne…#earthquake",Disaster Status Information,Low Priority,Very Negative,True,Earthquake
2024-03-04 10:22:32+00:00,Texas (USA) experiences one of the largest #wildfires in history. Our scientific director Valerie Trouet  explained at  the impacts of the fires and the link with #ClimateChange: https://radio1.be/luister/select/de-ochtend/zwaarste-natuurbranden-ooit-in-texas-verspreiden-zich-razendsnel… (interview in Dutch),Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-03-04 10:22:32+00:00,Texas (USA) experiences one of the largest #wildfires in history. Our scientific director Valerie Trouet  explained at  the impacts of the fires and the link with #ClimateChange: https://radio1.be/luister/select/de-ochtend/zwaarste-natuurbranden-ooit-in-texas-verspreiden-zich-razendsnel… (interview in Dutch),Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-02-28 02:09:00+00:00,"TORNADO  WATCH to 10 PM CST for WI IA IL & IN  A few tornadoes likely with a couple intense tornadoes possible  Winds  70 mph 3"" 

     Hail Get Radar http://weather.pub#wx #weather #news #damage #winds #rain #flooding #iawx #wiwx #ilwx #inwx #tornado #hail #tornadoes",Disaster Status Information,Low Priority,Very Negative,False,Tornadoes
2024-02-29 14:34:31+00:00," 15 #PhD positions open under the “Human River Systems in the 21st Century” at   Work on #floods, #drought, #hydrological effects, and much more!

Explore all positions and apply by 2 April  https://bit.ly/3I3El5D",Disaster Status Information,Low Priority,Very Positive,False,Floods
2024-02-29 14:34:31+00:00," 15 #PhD positions open under the “Human River Systems in the 21st Century” at   Work on #floods, #drought, #hydrological effects, and much more!

Explore all positions and apply by 2 April  https://bit.ly/3I3El5D",Disaster Status Information,Low Priority,Very Positive,False,Drought
2024-02-29 14:34:31+00:00," 15 #PhD positions open under the “Human River Systems in the 21st Century” at   Work on #floods, #drought, #hydrological effects, and much more!

Explore all positions and apply by 2 April  https://bit.ly/3I3El5D",Disaster Status Information,Low Priority,Very Positive,False,Drought
2024-02-28 01:34:35+00:00,#Wildfires threaten area; Moore County residents urged to evacuate - Amarillo Globe-News,Disaster Status Information,Low Priority,Very Negative,False,Wildfire
2024-03-02 21:16:22+00:00,"Our thoughts and prayers are with our beloved Baluch countryman in #Dashtyari county, Iran's southeastern province of Sistan and Baluchistan #floods",Disaster Status Information,Low Priority,Very Positive,True,Floods
2024-03-02 21:16:22+00:00,"Our thoughts and prayers are with our beloved Baluch countryman in #Dashtyari county, Iran's southeastern province of Sistan and Baluchistan #floods",Disaster Status Information,Low Priority,Very Positive,True,Floods
2024-03-01 01:33:03+00:00,"Producers with #cattle that were burned or wounded by the recent #wildfires can receive free wound care spray from  Woodward County Emergency Office.
Vetericyn costs $34 for 16 ounces at Tractor Supply- This office is supplying mixture free to anyone in need affected by wildfires",Disaster Status Information,Low Priority,Very Positive,False,Wildfire
2024-02-27 13:01:45+00:00,#Florida received a D- in coastal management from the  2023 State of the Beach Report. Find out why — and why South Florida officials take a different view — in the story below. #hurricanes #seawalls #erosion #beaches #sealevelrise,Disaster Status Information,Low Priority,Neutral,False,Hurricanes
2024-03-01 09:19:18+00:00,"Flooding due to heavy rainfall in the village of Traji, Temanggung Regency, Central Java, Indonesia  
| 1 March 2024 |#floods #flooding #Indonesia #Traji #Temanggung FPMKI",Disaster Status Information,Low Priority,Very Negative,True,Floods
2024-03-01 09:19:18+00:00,"Flooding due to heavy rainfall in the village of Traji, Temanggung Regency, Central Java, Indonesia  
| 1 March 2024 |#floods #flooding #Indonesia #Traji #Temanggung FPMKI",Disaster Status Information,Low Priority,Very Negative,True,Floods
2024-02-25 13:09:02+00:00,"Heavy flooding yesterday due to torrential rainfall in Rajabasa, Bandar Lampung, Indonesia  
| 24 February 2024 |#floods #flooding #Indonesia #Rajabasa",Disaster Status Information,Low Priority,Very Negative,True,Floods
2024-02-25 13:09:02+00:00,"Heavy flooding yesterday due to torrential rainfall in Rajabasa, Bandar Lampung, Indonesia  
| 24 February 2024 |#floods #flooding #Indonesia #Rajabasa",Disaster Status Information,Low Priority,Very Negative,True,Floods
2024-02-27 15:49:16+00:00,Read more: https://samaa.tv/2087310465-#Gwadar #Balochistan #Pakistan #rain #floods,Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-02-27 15:49:16+00:00,Read more: https://samaa.tv/2087310465-#Gwadar #Balochistan #Pakistan #rain #floods,Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-03 16:45:02+00:00,"How a warming climate is setting the stage for fast-spreading, destructive wildfires | CNN https://cnn.com/2024/03/03/climate/texas-wildfires-climate-change/index.html… #ClimateChange #Wildfires",Disaster Status Information,Low Priority,Very Positive,False,Wildfire
2024-03-03 16:45:02+00:00,"How a warming climate is setting the stage for fast-spreading, destructive wildfires | CNN https://cnn.com/2024/03/03/climate/texas-wildfires-climate-change/index.html… #ClimateChange #Wildfires",Disaster Status Information,Low Priority,Very Positive,False,Wildfire
2024-03-03 18:03:45+00:00,Read The Planet on Substack. You NEED the full story!#HotPlanet #ClimateExtremes #Wildfires #Heatwaves #ClimateEmergency #HeatBreakingRecords #Science #ThePlanet #Substack #Subscribe #VoteForEthicalLeaders,Disaster Status Information,Low Priority,Very Positive,False,Wildfire
2024-02-29 06:43:38+00:00,Recent #Floods in #Amazonia have been disastrous for #IndigenousTribes including the #HuniKuin . Here's information about a way to #Donate directly to the #Tribe :,Disaster Status Information,Low Priority,Very Negative,False,Floods
2024-03-03 04:53:26+00:00,"#DIGEST #February 29, 2024 (Part 1)#AI reveals 20% decline in North Pacific humpback whales linked to marine heatwave and #climatechangeSource#USA At least one #person has died in fast-spreading #wildfires in the #Texas Panhandle that forced evacuations in more towns,…",Disaster Status Information,Low Priority,Very Negative,True,Wildfire
